"CGY24.17"	"CGY29.01"	"CGY24.21"	"CGY20.46"	"CGY24.16"	"CGY20.50"	"CGY24.09"	"CGY28.53"	"CGY28.50"	"CGY28.49"	"CGY28.52"	"CGY20.55"
"YBL072C"	3120.42	2994.72	3108.93	3096.95	2980.09	3151.32	3169.65	2971.59	3133.33	2814.01	3022.89	3023.44
"YBL074C"	6.70984	6.07959	6.71609	5.39523	8.74864	6.79799	6.91968	5.90085	8.42685	5.15384	8.25639	8.15542
"YBL075C"	13.4532	12.1051	10.5575	12.4376	11.9525	11.5865	11.1823	12.2051	14.4837	11.7748	12.3178	12.8759
"YBL076C"	177.352	171.68	178.306	185.457	195.599	161.618	196.941	182.168	199.221	176.381	204.257	184.291
"YBL078C"	17.7783	13.2218	12.5808	14.7508	15.3642	16.0688	17.6239	11.5189	18.3664	5.65612	11.8727	17.0224
"YBL079W"	21.2878	18.1651	17.495	18.9973	18.6863	16.7839	17.4486	16.4008	21.7009	17.7635	21.7653	20.0388
"YBL080C"	6.53731	6.05474	6.56633	6.07158	6.39114	5.34737	8.22572	7.02308	5.57835	6.5908	6.43082	7.08392
"YBL081W"	25.7158	24.9485	24.6766	22.8671	27.8303	28.8868	25.0575	27.3967	29.5364	33.1444	27.9277	26.5476
"YBL082C"	40.0829	40.582	49.1042	45.3513	50.1615	41.24	44.0159	47.2869	41.8339	48.9815	44.7974	35.6964
"YBL084C"	9.3017	8.96398	9.16011	9.35709	9.44305	9.36796	8.79747	9.01001	11.2786	9.1013	9.59903	9.63897
"YBL085W"	18.4849	18.9681	17.9204	19.3777	18.5748	18.0231	18.6082	15.6312	19.8454	14.7527	17.1176	19.5089
"YBL086C"	9.90933	11.0276	10.8284	9.37697	9.59965	9.52175	10.0852	8.08584	9.55452	6.4272	6.0156	9.84829
"YBL087C"	2562.16	2543.12	2597.82	2500.41	2384.06	2577.22	2608.44	2550.49	2549.05	2759.02	2617	2567.19
"YBL088C"	3.85016	3.39663	2.60378	3.48068	3.5014	3.16099	3.61188	2.53819	3.96369	2.54265	3.366	3.9621
"YBL089W"	16.9186	14.0528	18.152	16.2336	16.2553	14.2654	16.9421	14.7924	15.4906	18.0744	14.3054	14.243
"YBL090W"	29.621	39.2196	35.9039	36.7097	36.334	32.6881	36.0682	29.3828	31.0087	25.2959	26.6363	32.4107
"YBL091C"	125.622	118.571	121.129	129.734	136.283	122.056	129.454	127.582	125.708	99.8056	112.547	127.032
"YBL091C-A"	21.647	18.3719	22.3151	19.0524	18.1297	16.1667	18.6396	18.1266	19.4031	13.2339	17.052	21.1245
"YBL092W"	5469.4	5530.72	5468.08	5407.16	5192.29	5721.54	5592.84	5144.93	5367.17	4505.15	5254.54	5469.03
"YBL093C"	50.4822	51.145	58.4582	49.4496	53.491	45.6822	60.2705	49.9116	51.9439	37.1343	48.0063	56.9898
"YBL095W"	24.3959	18.8392	16.6541	20.7474	22.1903	19.1268	18.3441	20.19	18.6687	16.3615	14.4738	17.6642
"YBL097W"	5.37422	5.37582	5.40734	5.68197	5.63655	4.78743	5.50619	4.40013	6.15	4.36488	5.18856	5.34858
"YBL098W"	14.3967	15.6909	17.969	17.3445	19.418	14.9582	17.1977	20.402	18.4479	16.1973	23.0231	19.6595
"YBL099W"	210.094	213.185	185.099	212.476	235.859	214.222	215.508	224.268	216.226	239.319	241.153	204.636
"YBL100W-C"	0	0	0	0	0	3.06976	0	0	3.7707	0	6.89099	0
"YBL101C"	8.68858	7.49064	6.96087	6.53943	7.38942	6.52504	6.60819	6.96386	8.56469	7.88596	8.55723	8.91751
"YBL102W"	84.4547	92.8995	82.6422	84.8172	96.0874	86.4953	94.1674	94.7311	94.6878	98.8509	87.0409	91.031
"YBL103C"	13.0056	14.0377	14.158	13.194	11.5977	14.8616	13.8638	13.0851	15.1808	11.9798	12.7832	13.812
"YBL104C"	9.07753	7.9271	8.85895	8.13836	8.67004	7.51284	8.4607	7.43131	8.83414	6.02191	7.73551	8.61786
"YBL105C"	15.6451	14.3033	14.0265	15.3598	13.6555	14.2071	16.0291	13.6618	17.6413	11.7178	14.1439	16.7026
"YBL106C"	11.4985	9.50342	11.3763	11.7868	12.2572	9.38655	9.91745	10.263	13.1911	8.4614	12.6596	10.1983
"YBL107C"	36.5931	33.2682	34.872	34.8496	28.3407	29.9973	32.9023	31.9401	35.7233	23.5657	27.2837	29.6888
"YBL108C-A"	6.04058	0	0	8.66761	0	0	0	0	11.7895	0	0	0
"YBL111C"	0.699676	0.797799	1.30228	1.20657	0.897542	1.09136	0.765284	1.16077	1.05968	1.29767	1.06295	2.51097
"YBL112C"	8.88797	4.93706	9.69905	1.02004	1.11203	4.90129	4.87326	14.3475	8.73516	3.38048	0.912953	12.229
"YBL113C"	11.6672	10.2111	9.66972	10.5863	11.7746	8.48125	9.00571	11.7788	7.64814	8.11332	10.8129	20.5542
"YBR001C"	13.2399	11.7176	10.3111	13.1808	12.2079	11.7417	13.1047	12.5582	13.1748	10.6628	11.4799	12.7064
"YBR002C"	35.5488	35.5645	37.3015	31.5823	36.479	34.4271	34.8599	34.7909	38.8892	25.1494	29.5142	38.384
"YBR003W"	23.622	26.156	22.5667	23.0483	27.3454	23.7252	27.2102	25.5277	24.5912	22.5782	26.9354	23.126
"YBR004C"	20.6742	23.6765	20.0661	23.2771	21.4537	18.7964	18.7509	21.1378	20.5352	23.0947	21.7594	20.1862
"YBR005W"	20.8498	23.0005	19.8153	18.4069	20.8036	19.5982	25.1865	22.6758	22.6494	23.2779	25.0786	23.6889
"YBR006W"	10.7245	11.9436	11.526	9.98221	10.0245	8.18514	8.44838	8.89651	9.96346	10.4049	10.5772	9.53254
"YBR007C"	8.13215	6.88907	6.1669	7.06281	7.72766	7.35164	8.2309	6.97619	7.76287	6.61213	7.81453	8.67678
"YBR008C"	13.6229	12.6951	12.0378	12.4742	11.7237	10.1621	11.7231	12.3009	12.9382	13.896	10.8067	11.1862
"YBR009C"	1505.77	1536.99	1500.02	1428.62	1375.01	1525.26	1507.84	1378.47	1431.18	1163.62	1194.59	1459.78
"YBR010W"	1110.09	1073.19	1073.07	1045.45	937.558	996.632	1052.33	958.336	958.579	730.875	910.46	1024.67
"YBR011C"	880.138	823.321	864.733	858.159	894.472	933.611	833.419	911.839	866.492	884.622	906.965	816.311
"YBR013C"	32.1111	35.6339	33.6591	34.2892	34.1196	32.7141	30.9107	39.6054	35.5254	29.2401	37.9	31.1942
"YBR014C"	56.1671	65.6002	67.5969	55.5986	58.5754	60.0577	63.3238	56.2948	47.7484	45.8927	55.0048	66.5722
"YBR015C"	76.9866	70.9521	66.0618	71.2661	69.6958	67.7037	70.532	72.3461	73.5182	70.3959	75.0406	74.7104
"YBR016W"	139.278	148.785	145.697	163.052	156.243	169.671	139.083	150.937	149.648	132.658	124.563	135.997
"YBR017C"	39.7624	37.3121	36.6953	35.9745	35.6655	34.9182	37.2769	34.5345	41.2235	31.4242	35.3923	38.6579
"YBR018C"	1.7974	2.55605	1.34974	2.10137	1.30482	1.38033	1.39678	1.96253	2.16016	1.52935	1.82273	2.47801
"YBR019C"	0.518663	0.688676	0.34779	0.626485	0.335286	0.665226	0.560416	0.614812	0.395695	0.506085	0.369382	0.311082
"YBR020W"	4.77326	4.24641	5.20798	4.72853	3.9975	3.34215	4.58277	5.54131	4.31624	4.57784	4.65729	5.65397
"YBR021W"	11.081	15.6721	12.2542	12.5681	12.9381	12.6492	11.9508	13.3343	12.4054	14.3069	13.9466	13.6382
"YBR022W"	29.8524	29.9915	34.5318	26.1845	34.5508	27.8291	34.2748	24.1089	29.6835	24.8047	25.8964	29.3635
"YBR023C"	32.447	31.3978	27.7245	30.4712	30.853	25.5246	31.5665	31.804	30.7112	30.3906	31.2211	32.5025
"YBR024W"	13.0933	14.173	12.8518	11.5281	12.7719	10.918	11.3975	10.4311	9.38389	8.83622	11.2986	11.1891
"YBR025C"	470.215	455.488	486.835	463.938	440.509	460.237	466.28	469.224	510.748	445.315	507.719	484.937
"YBR026C"	44.5319	49.7754	48.8242	47.7706	48.7696	41.7655	51.3723	44.1254	47.8215	43.7091	45.5204	48.7513
"YBR028C"	19.69	18.8832	15.3067	18.176	16.0924	16.2476	17.9361	14.1365	16.8328	13.506	15.7716	17.2129
"YBR029C"	93.2056	89.9098	87.6604	96.9601	98.0859	84.1527	88.9711	92.0792	97.5392	98.9462	90.0411	93.8751
"YBR030W"	19.5121	17.8084	20.1081	19.685	19.1283	20.3759	19.9621	18.4558	21.6245	13.8434	20.0016	17.7533
"YBR031W"	2758.65	2615.93	3003.63	2915.92	3291.66	2612.23	2945.37	3461.91	2933.48	3218.38	2973.16	2791.39
"YBR033W"	0.0643699	0.135032	0.25926	0.0358969	0.156109	0.0309749	0.333934	0.24664	0.0736595	0.17133	0.137553	0.115839
"YBR034C"	83.4123	89.8681	86.4325	80.3228	86.9081	84.5405	78.111	77.301	88.1567	78.0505	87.0968	82.7158
"YBR035C"	124.686	115.421	115.89	123.731	130.561	110.138	116.175	114.111	118.191	94.6312	111.46	117.219
"YBR036C"	85.8108	88.2183	84.4358	82.2612	82.7139	76.2209	89.1264	88.2433	80.2097	97.4768	87.0824	86.7619
"YBR037C"	23.1126	22.3294	22.1488	21.5586	20.4297	20.3702	22.664	22.914	18.4403	17.001	21.4231	23.5022
"YBR038W"	28.0795	26.7242	27.3529	28.2456	29.5283	24.5206	28.5948	28.1272	28.6977	32.1455	29.5446	28.692
"YBR039W"	94.6002	103.272	96.2884	105.637	108	117.797	94.5776	88.0483	102.405	79.1861	112.972	88.2156
"YBR040W"	3.34297	7.41508	2.53297	5.00202	5.12762	3.31606	7.65965	6.66318	6.20203	6.25008	4.05908	8.42725
"YBR041W"	36.9992	37.1835	36.432	37.813	37.7644	33.6249	37.781	35.7677	40.577	40.8787	41.5097	43.2392
"YBR042C"	42.4657	38.3411	40.5072	34.6524	42.6982	36.7019	36.1807	39.2484	35.8925	37.0935	38.1876	39.557
"YBR043C"	30.8661	28.5713	30.9114	33.2882	31.4616	28.8878	29.6785	32.9558	31.6544	33.0421	33.442	32.2852
"YBR044C"	11.3169	9.39467	11.0461	10.2714	10.5512	9.27473	9.9196	10.1372	11.6562	7.79997	9.09435	11.5697
"YBR045C"	1.5258	2.11874	1.53402	2.65781	2.12644	2.01772	3.09086	2.45162	2.5646	1.42102	1.73172	3.03123
"YBR046C"	17.7476	16.85	15.4452	17.2996	13.4851	16.548	14.9744	13.6787	14.117	13.9679	14.8753	17.5479
"YBR047W"	7.99997	5.27705	3.95164	4.69785	3.39931	5.61344	2.63386	4.08488	3.23385	2.49697	3.51071	5.63321
"YBR048W"	2822.17	2855.89	2790.09	2765.49	2773.15	3094.16	2901.23	2928.05	2983.32	3324.84	3183.9	2899.89
"YBR049C"	25.8295	23.6155	24.4387	24.9831	24.2659	23.2224	24.0187	21.4148	24.1606	20.8682	20.746	25.9915
"YBR050C"	0.988393	1.07434	0.889893	1.32028	1.33892	0.663906	0.938584	0.53938	0.678813	0.840862	1.37141	1.06631
"YBR052C"	112.288	127.221	124.068	117.842	120.066	98.681	123.853	114.398	103.195	88.1799	105.764	110.752
"YBR053C"	41.8869	39.1248	40.2673	39.2396	35.9859	35.1575	40.2283	37.3699	39.707	34.9323	42.4462	42.3614
"YBR054W"	20.999	22.1721	19.3652	23.6997	27.1561	15.8801	21.0529	22.4986	21.1562	25.0073	20.141	19.8363
"YBR055C"	11.8949	11.5012	11.8104	12.2007	11.7624	11.0985	11.481	10.749	12.9706	7.71759	11.8641	13.3612
"YBR056W"	29.2577	27.7051	25.9835	24.2432	21.9282	22.4118	26.0892	24.3992	27.1881	20.5557	23.4341	28.19
"YBR056W-A"	47.1773	34.7322	21.4099	32.6585	18.9625	18.9328	33.3754	22.7408	24.4977	35.619	27.9567	29.6128
"YBR057C"	20.041	19.3207	21.5058	20.7135	18.0065	17.4267	23.5124	21.2934	21.8073	14.3376	18.5151	19.9318
"YBR058C"	19.0468	17.2949	18.7042	19.1883	19.4388	19.1	19.7127	17.4482	19.2963	17.5836	18.9567	18.8493
"YBR058C-A"	333.72	309.23	349.563	321.626	307.1	341.47	261.986	306.556	305.395	262.087	310.609	310.489
"YBR059C"	18.1595	16.5495	16.1681	17.9018	17.62	15.0166	17.6205	17.1684	19.783	15.654	18.0507	18.7161
"YBR060C"	19.4702	15.8267	16.1036	17.3639	14.3834	18.2974	15.6774	17.2544	16.4715	12.8535	13.6368	15.6677
"YBR061C"	43.5896	35.9663	37.0862	38.9762	39.611	40.5437	34.8723	37.3703	36.1973	33.1538	32.9242	41.4529
"YBR062C"	31.3902	30.587	32.5971	31.5674	26.759	31.6895	32.8646	26.7181	33.8787	28.5212	26.715	31.6285
"YBR063C"	14.6428	14.5994	14.5149	14.6154	13.0939	12.1414	14.1667	10.3139	14.1035	11.0653	13.2412	14.7744
"YBR065C"	11.1261	11.3499	12.7696	10.5752	11.9948	9.55147	9.91921	9.67887	11.8031	8.08138	11.2008	9.97665
"YBR066C"	41.1021	38.6429	44.7332	43.9552	50.1992	43.8876	36.7503	31.9137	54.4825	26.628	46.1879	32.8866
"YBR067C"	326.688	285.906	280.595	265.347	268.528	330.095	441.861	472.017	341.208	472.93	246.008	408.847
"YBR068C"	89.3885	81.9296	82.7728	81.7111	89.2853	64.2034	84.511	89.0883	75.0252	94.5498	71.4223	80.7443
"YBR069C"	105.919	101.338	106.323	113.011	112.782	100.72	106.736	109.868	109.742	122.141	104.752	102.821
"YBR070C"	35.9813	34.7602	39.6438	32.9516	34.5939	40.2079	35.949	33.6242	42.6094	36.0933	40.5117	42.5462
"YBR071W"	50.1836	50.5007	47.3035	49.3184	43.5374	48.8499	43.4023	42.2058	45.4743	49.2679	40.7998	41.5063
"YBR072C-A"	1.86673	1.53436	1.77984	4.05692	5.33076	5.32324	1.61366	0	4.34305	0	1.98954	2.21775
"YBR072W"	18.238	17.842	14.7684	11.0135	14.1798	12.0233	15.2601	11.1699	17.0307	12.7873	14.3474	19.2973
"YBR073W"	22.0156	21.9371	21.6438	19.5072	18.8787	19.2037	21.1658	15.5743	22.8672	15.4407	15.4958	20.207
"YBR074W"	24.9652	25.6372	23.4098	26.6003	24.9522	22.8956	23.9358	24.1272	25.6662	24.2663	26.9655	29.1191
"YBR076W"	0.561039	0.31282	0.187181	0.62462	0.452476	0.179495	0.161464	0.510402	0.535144	0.397784	0.399238	0.672566
"YBR077C"	59.905	54.9715	57.502	52.0824	61.7287	59.3874	59.9863	58.0686	50.1857	59.3587	49.2271	58.1256
"YBR078W"	665.635	684.108	600.26	667.158	692.588	597.542	659.079	682.771	645.07	767.381	613.663	625.255
"YBR079C"	89.6514	88.144	84.4327	88.1914	89.4073	85.4626	91.0852	82.0786	101.609	76.9535	89.8433	91.3389
"YBR080C"	37.286	38.0471	34.4898	36.4573	37.8106	36.0248	36.989	35.5635	41.6718	33.54	40.9756	39.3156
"YBR081C"	10.9214	10.2835	7.89431	9.10215	8.86756	8.69322	10.1038	9.03098	11.5012	7.15854	8.23019	11.251
"YBR082C"	648.766	630.277	609.615	656.091	600.705	683.721	661.686	627.931	643.845	596.585	620.081	641.156
"YBR083W"	42.2521	40.5412	35.5899	38.3563	32.4735	33.5164	43.3245	40.4577	41.0993	34.4935	29.8504	45.083
"YBR084C-A"	1727.95	1702.06	1801.38	1791.99	1728.65	1807.71	1783.09	1715.79	1772.95	1375.88	1588.27	1781.31
"YBR084W"	78.8153	70.9088	70.5798	78.607	83.2939	70.9721	74.002	71.203	79.1573	67.4405	81.4045	70.1578
"YBR085C-A"	308.329	438.186	258.091	333.079	374.536	418.525	272.898	233.57	274.159	304.98	357.711	267.177
"YBR085W"	20.3345	13.2771	17.5423	16.445	13.3259	13.7473	22.1524	16.4845	17.2987	15.8307	15.7704	19.9764
"YBR086C"	75.6456	75.4713	70.3622	76.2276	79.4396	64.5752	77.0631	77.8967	78.063	85.4225	75.6573	81.3574
"YBR087W"	29.9221	31.5166	33.2247	32.0638	34.2977	29.7064	33.9882	29.8075	33.7141	26.1543	28.7452	35.0855
"YBR088C"	117.11	122.978	111.334	118.988	109.272	116.286	117.463	96.7081	116.342	101.677	109.283	119.273
"YBR089C-A"	212.546	244.872	214.164	203.158	220.356	273.896	227.282	224.713	216.099	267.495	221.966	248.778
"YBR090C"	34.1946	34.8034	34.1019	28.39	28.8531	43.3009	35.4211	33.0748	32.0479	38.6043	32.6484	34.9758
"YBR091C"	53.6662	52.1906	52.2707	55.4451	63.05	48.2041	56.2464	43.8513	53.0167	40.9731	55.259	55.8321
"YBR092C"	196.614	198.12	216.508	214.145	210.005	136.615	226.882	237.233	186.972	253.498	179.934	195.992
"YBR093C"	3.42259	3.9761	3.33944	4.99793	5.59238	4.3019	3.86939	5.04768	4.5036	3.89898	4.93788	5.04009
"YBR094W"	15.3485	17.0869	18.0904	18.4485	16.238	15.6869	16.1288	16.3606	16.6973	14.5139	15.8436	16.547
"YBR095C"	15.7793	13.7715	13.8824	12.271	12.1106	13.0128	13.9512	12.8495	14.3967	9.81895	12.2388	13.2088
"YBR096W"	116.174	122.264	139.975	125.697	122.234	112.408	126.056	123.643	126.021	139.625	130.22	122.6
"YBR097W"	4.14975	3.78444	3.06256	3.25652	2.79418	3.55617	3.74356	3.13181	4.22582	3.12926	4.32863	4.24077
"YBR098W"	4.68314	3.56017	3.74173	3.95271	3.81952	3.74695	3.7454	2.87335	5.10882	2.88847	3.41314	4.72512
"YBR101C"	70.2324	72.3035	74.8824	78.5311	72.9769	77.3932	72.4336	68.5215	73.0275	56.1537	71.628	75.021
"YBR102C"	12.1193	12.0377	12.6753	11.647	10.632	10.9694	10.6146	10.6889	12.2265	10.0579	11.2012	11.4777
"YBR103W"	14.7486	14.3047	16.3876	13.2014	13.1113	12.8382	15.8551	13.2698	14.7524	10.4428	12.1549	15.0421
"YBR104W"	45.9519	44.1341	49.7332	49.328	48.3103	43.794	47.0705	44.5739	46.2872	36.0502	42.2855	42.1059
"YBR105C"	12.9291	12.6427	11.9412	10.6445	13.6596	15.1201	13.5219	11.9292	14.2776	14.0415	12.6349	11.2428
"YBR106W"	929.951	994.893	1070.65	988.702	976.413	970.028	963.207	954.694	948.128	898.231	1046.57	920.593
"YBR107C"	8.13143	10.85	10.0096	8.05253	8.99569	8.63527	10.1989	10.3041	8.29384	8.16851	9.14523	9.56416
"YBR108W"	8.8528	9.33831	9.35437	9.28306	8.01367	9.5704	10.242	9.72616	10.8081	10.421	8.52645	11.6308
"YBR109C"	433.845	439.349	403.942	421.319	399.617	411.89	414.705	410.657	410.16	377.04	451.245	413.284
"YBR110W"	40.0127	37.5381	40.6348	37.3973	40.5415	38.0345	40.4989	38.3867	39.2295	42.948	48.6995	44.8385
"YBR111C"	109.115	115.042	111.218	115.923	103.181	100.604	114.039	104.157	107.369	85.1946	103.748	104.482
"YBR111W-A"	53.8502	71.8013	73.519	76.7571	67.8424	73.3296	65.4504	52.0289	58.4249	55.1495	56.3921	51.7039
"YBR112C"	27.1922	22.9318	22.7388	24.6906	23.6409	23.0018	26.6946	23.4842	26.3232	22.324	23.4856	25.3505
"YBR114W"	6.32139	6.85856	7.04725	6.24727	6.4246	5.86368	6.28301	4.68141	6.97395	5.03703	6.22782	6.76601
"YBR115C"	118.08	112.522	106.295	110.994	117.5	111.997	122.176	106.03	139.037	112.796	136.556	131.287
"YBR117C"	0.533635	0.48477	0.402509	0.594966	0.431185	0.38497	0.615015	0.486557	0.305339	0.473349	0.61756	0.640114
"YBR118W"	7416.92	7197.63	6970.9	7016.95	7565.15	7009.29	7325.72	7143.5	7524.1	7651.76	7919.63	7272.82
"YBR119W"	14.5246	16.371	13.9313	16.4169	13.042	15.8065	14.2251	10.4348	13.1958	9.4364	10.4552	15.0585
"YBR120C"	24.0148	24.7481	31.2228	26.3338	24.1326	19.628	24.9943	16.8771	21.7673	18.7596	16.3153	21.1653
"YBR121C"	276.585	260.45	260.477	261.399	269.627	253.166	263.84	243.927	275.392	246.028	278.789	271.036
"YBR122C"	77.0609	78.4392	78.6684	83.6878	84.7051	66.7014	74.727	62.7837	75.799	58.2052	74.9761	74.5168
"YBR123C"	12.8438	10.4937	12.1599	12.1763	11.5435	10.4594	13.2891	9.89745	13.9473	8.03283	10.1647	11.9201
"YBR125C"	28.9234	26.0024	32.8717	27.3337	29.1238	28.885	30.4736	29.0638	28.3754	30.0632	29.5551	29.2284
"YBR126C"	105.644	109.415	104.842	97.5941	106.351	83.1381	108.304	103.781	94.6505	109.312	102.6	103.893
"YBR126W-A"	686.838	785.46	700.284	692.95	662.704	694.944	665.947	688.181	619.733	730.024	569.205	631.841
"YBR127C"	251.134	242.715	238.966	227.484	237.626	215.234	247.494	242.843	242.801	225.248	237.338	228.456
"YBR128C"	3.67725	3.15589	2.61431	2.69315	2.52833	2.41452	3.0911	1.79566	3.10144	2.36694	3.51177	3.01604
"YBR129C"	22.9584	21.5913	18.1417	23.9563	20.6248	21.6334	20.3486	19.5728	24.0504	14.0592	21.3301	23.342
"YBR130C"	32.0634	35.053	32.2245	32.1024	33.1713	33.1905	33.7551	29.6743	36.5248	23.998	29.7238	33.8325
"YBR131W"	5.78983	5.61077	6.29829	5.21226	5.57268	4.41436	5.00477	5.63138	6.72386	4.74783	4.67322	5.86487
"YBR132C"	8.13516	8.97715	6.77879	7.34644	7.23704	5.39662	6.98618	7.77176	6.59946	7.56228	5.99459	7.28728
"YBR133C"	34.3391	30.7427	32.2061	33.9554	36.4172	31.2395	36.0428	32.6956	36.3267	34.3706	36.5723	36.0082
"YBR135W"	90.8508	98.2166	90.2457	97.7173	76.8277	112.882	86.9127	83.2711	86.0881	112.439	86.7428	75.6877
"YBR136W"	3.44427	2.71176	2.67584	2.95985	3.05253	2.38137	2.66797	2.59057	3.26814	2.17285	3.19385	3.13953
"YBR137W"	60.786	59.9641	61.8876	58.5945	52.6347	58.6741	55.2836	53.6191	54.7517	45.9064	54.106	57.5017
"YBR138C"	7.19156	6.12526	6.44609	6.55737	5.64437	6.22728	6.67624	6.30353	7.82225	4.30082	5.39542	5.70241
"YBR139W"	39.635	42.0742	37.879	42.7279	43.9518	27.9209	42.5946	44.6107	41.698	45.9747	42.4599	39.119
"YBR140C"	7.52945	7.20093	6.31686	7.35309	6.8404	5.44913	7.14606	6.13857	8.67796	7.09497	8.28231	7.36909
"YBR141C"	9.52252	10.8646	11.8081	10.3791	10.9415	9.23261	10.2756	10.7178	10.6728	8.22768	9.4224	9.51221
"YBR142W"	28.2114	28.3122	30.143	29.3848	30.7804	25.1668	28.8776	23.3684	29.2238	20.5852	23.1429	30.9143
"YBR143C"	243.064	220.21	235.709	220.883	230.751	224.169	228.575	206.284	235.128	196.959	231.607	225.054
"YBR145W"	38.5405	33.8911	45.9457	41.5399	39.3092	34.7232	40.8592	41.2476	42.4924	36.5676	42.3478	43.1439
"YBR146W"	62.6124	64.3489	68.3692	60.2728	64.5324	60.3719	58.574	62.0861	60.3066	52.7875	57.9459	61.0171
"YBR147W"	11.2754	10.2928	14.0468	11.7689	12.7013	11.5916	14.6449	17.7476	13.1734	12.8519	11.783	13.9308
"YBR148W"	1.80989	2.4444	1.86972	3.02634	2.09567	1.7888	2.60702	2.2547	3.45208	1.44473	3.32946	3.85932
"YBR149W"	97.2536	98.318	88.4023	98.4616	93.0798	74.293	93.3177	82.6004	88.2802	78.3149	89.7567	85.1451
"YBR150C"	4.30693	3.97425	3.88087	4.35681	4.25679	4.8413	4.14074	3.60304	5.02021	3.44652	4.28776	4.46137
"YBR151W"	88.4807	83.5385	93.3736	84.0266	83.3042	76.6427	90.3464	82.3755	84.0953	63.7454	78.7441	81.2415
"YBR152W"	7.5987	7.23925	7.58694	6.73648	8.26531	8.65115	6.96655	7.63862	7.74717	4.03892	6.3341	6.40288
"YBR153W"	23.4846	21.5674	21.9008	21.3126	23.8292	21.205	20.1223	18.4519	20.4204	19.4249	17.1201	21.0113
"YBR154C"	141.462	155.76	151.132	151.068	146.338	159.528	151.638	138.748	156.537	105.391	121.369	149.822
"YBR155W"	33.524	33.7891	38.6715	32.0535	34.0127	35.8468	35.8952	28.1067	39.6303	20.711	30.1856	37.8583
"YBR156C"	8.39814	7.84136	6.35703	7.09515	6.80013	7.82858	7.63354	7.86291	6.63823	5.99034	7.39916	7.47762
"YBR157C"	13.0538	14.4036	13.1462	11.392	10.7125	11.6966	12.9531	9.93899	13.4982	11.1868	15.2709	11.9399
"YBR158W"	108.084	114.875	95.5974	109.022	106.448	112.153	106.22	99.8732	114.657	116.465	117.97	112.582
"YBR159W"	136.277	146.878	151.99	146.273	136.418	131.337	145.103	147.293	141.735	142.483	146.173	150.389
"YBR160W"	35.3894	38.0384	38.8005	40.914	37.3425	34.5975	33.026	34.196	35.2328	31.8632	29.5206	37.1628
"YBR161W"	16.8874	19.9551	17.8723	15.1214	15.7578	15.3774	20.2953	16.4451	17.0375	17.314	17.1913	18.4719
"YBR162C"	489.088	476.218	450.359	482.494	531.335	451.423	483.303	513.93	468.676	554.582	467.96	447.479
"YBR162W-A"	505.704	565.547	578.539	538.543	459.49	633.017	524.952	474.711	515.933	393.45	461.472	528.387
"YBR163W"	15.716	15.552	16.2685	16.4635	14.8772	14.7578	13.4911	13.1649	15.0983	13.0342	15.0461	13.9956
"YBR164C"	107.599	118.567	128.023	125.749	107.286	122.105	123.802	107.721	117.918	97.8218	104.806	121.947
"YBR165W"	24.7549	23.1987	21.0441	19.5265	18.068	23.9676	21.9015	22.1659	18.9407	18.3918	21.6937	19.5234
"YBR166C"	26.7066	26.5425	26.2272	30.7713	24.1676	25.1866	28.049	25.0387	26.2222	22.8064	26.8665	29.1596
"YBR167C"	28.7943	37.5554	34.7606	34.8242	30.5466	35.9286	42.1762	41.8892	34.5224	22.4661	30.3609	31.6867
"YBR168W"	15.286	13.5132	15.792	14.9412	15.3312	12.5842	15.4253	14.2286	13.6571	15.0169	15.0714	16.084
"YBR169C"	11.7801	11.3421	11.3655	11.8209	11.3379	10.8698	11.842	11.4573	11.4836	10.3101	11.7453	11.8803
"YBR170C"	23.1894	21.7493	23.5687	21.885	21.8088	21.8888	23.4797	18.1657	23.259	18.2416	20.9145	20.0486
"YBR171W"	100.934	100.943	96.8	97.5776	91.9549	96.6715	92.9218	83.9749	95.7118	80.2367	95.8683	106.568
"YBR172C"	30.0223	26.0322	27.2621	29.7167	30.7692	23.4502	27.8844	30.7202	28.2195	24.261	27.169	27.681
"YBR173C"	186.748	155.81	144.579	162.931	170.297	189.489	157.917	154.603	185.892	184.282	156.798	175.62
"YBR175W"	31.0078	32.4826	33.4682	33.6688	34.9919	31.6017	34.9404	32.8896	29.7017	33.7706	38.031	34.5841
"YBR176W"	21.0244	21.484	18.7256	20.3659	22.8641	21.5239	19.5559	18.5391	17.0835	17.8368	19.8786	21.4125
"YBR177C"	100.334	93.8125	96.5506	91.9986	86.5415	86.6503	106.394	100.332	104.752	105.026	107.663	112.626
"YBR179C"	10.2565	10.2677	10.1498	9.80996	9.51015	9.63553	10.2502	8.71512	10.8615	8.6613	9.47231	9.55163
"YBR180W"	0.10778	0.316167	0.487327	0.180201	0.208935	0.259071	0.325996	0.530437	0.43171	0.458822	0.518033	0.193905
"YBR181C"	1688.1	1681.26	1756.11	1770.61	1763.6	1527.69	1787.25	1689.06	1714.43	1325.43	1648.21	1645.07
"YBR182C"	3.58431	4.29624	4.3007	4.61961	5.65046	5.19938	3.94629	5.2228	4.74573	4.56128	5.17818	5.05658
"YBR182C-A"	0	0	1.25828	2.87752	1.25439	2.50593	3.42003	2.83242	1.5263	0	1.40911	0
"YBR183W"	12.0119	12.9072	11.4707	10.6227	12.9677	8.12721	13.0521	13.9243	11.2946	11.8596	11.2165	13.626
